	[psi_1, psi2]	prefrence distribution	sampled prefrence
151	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.2689414213699951, 0.7310585786300049]	[1 0]
152	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.2689414213699951, 0.7310585786300049]	[0 1]
153	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.2689414213699951, 0.7310585786300049]	[1 0]
154	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.2689414213699951, 0.7310585786300049]	[0 1]
155	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.2689414213699951, 0.7310585786300049]	[0 1]
156	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.2689414213699951, 0.7310585786300049]	[1 0]
157	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.2689414213699951, 0.7310585786300049]	[0 1]
158	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.2689414213699951, 0.7310585786300049]	[0 1]
159	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.2689414213699951, 0.7310585786300049]	[0 1]
160	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.2689414213699951, 0.7310585786300049]	[0 1]
161	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.2689414213699951, 0.7310585786300049]	[0 1]
162	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.2689414213699951, 0.7310585786300049]	[0 1]
163	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.2689414213699951, 0.7310585786300049]	[0 1]
164	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.2689414213699951, 0.7310585786300049]	[0 1]
165	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.2689414213699951, 0.7310585786300049]	[0 1]
166	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.2689414213699951, 0.7310585786300049]	[1 0]
167	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.2689414213699951, 0.7310585786300049]	[0 1]
168	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.2689414213699951, 0.7310585786300049]	[1 0]
169	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.2689414213699951, 0.7310585786300049]	[1 0]
170	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.2689414213699951, 0.7310585786300049]	[0 1]
171	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.2689414213699951, 0.7310585786300049]	[0 1]
172	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.2689414213699951, 0.7310585786300049]	[0 1]
173	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.2689414213699951, 0.7310585786300049]	[0 1]
174	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.2689414213699951, 0.7310585786300049]	[0 1]
175	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.2689414213699951, 0.7310585786300049]	[0 1]
176	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.2689414213699951, 0.7310585786300049]	[0 1]
177	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.2689414213699951, 0.7310585786300049]	[0 1]
178	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.2689414213699951, 0.7310585786300049]	[0 1]
179	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.2689414213699951, 0.7310585786300049]	[0 1]
180	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.2689414213699951, 0.7310585786300049]	[1 0]
181	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.2689414213699951, 0.7310585786300049]	[0 1]
182	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.2689414213699951, 0.7310585786300049]	[1 0]
183	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.2689414213699951, 0.7310585786300049]	[0 1]
184	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.2689414213699951, 0.7310585786300049]	[0 1]
185	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.2689414213699951, 0.7310585786300049]	[1 0]
186	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.2689414213699951, 0.7310585786300049]	[0 1]
187	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.2689414213699951, 0.7310585786300049]	[0 1]
188	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.2689414213699951, 0.7310585786300049]	[1 0]
189	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.2689414213699951, 0.7310585786300049]	[0 1]
190	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.2689414213699951, 0.7310585786300049]	[0 1]
191	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.2689414213699951, 0.7310585786300049]	[1 0]
192	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.2689414213699951, 0.7310585786300049]	[0 1]
193	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.2689414213699951, 0.7310585786300049]	[0 1]
194	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.2689414213699951, 0.7310585786300049]	[0 1]
195	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.2689414213699951, 0.7310585786300049]	[1 0]
196	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.2689414213699951, 0.7310585786300049]	[1 0]
197	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.2689414213699951, 0.7310585786300049]	[0 1]
198	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.2689414213699951, 0.7310585786300049]	[0 1]
199	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.2689414213699951, 0.7310585786300049]	[0 1]
200	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
201	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
202	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
203	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
204	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
205	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[1 0]
206	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
207	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
208	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
209	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
210	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
211	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
212	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
213	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
214	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
215	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
216	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
217	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
218	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
219	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
220	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
221	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
222	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
223	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
224	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
225	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
226	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
227	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
228	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
229	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
230	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
231	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
232	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
233	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
234	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
235	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
236	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
237	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
238	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
239	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
240	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
241	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
242	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
243	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
244	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
245	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
246	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
247	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
248	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
249	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
250	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
251	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
252	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
253	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
254	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
255	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
256	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[1 0]
257	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
258	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
259	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
260	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[1 0]
261	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
262	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
263	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
264	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
265	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
266	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
267	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
268	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
269	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
270	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[1 0]
271	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
272	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
273	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
274	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
275	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[1 0]
276	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
277	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
278	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
279	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
280	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
281	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
282	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
283	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
284	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
285	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
286	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
287	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
288	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
289	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
290	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
291	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
292	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
293	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
294	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
295	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
296	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[1 0]
297	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
298	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
299	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
300	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [1.0, 0.0, 1.0, 0.0, 1.0, 0.0]]	[0.2689414213699951, 0.7310585786300049]	[0 1]
301	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [1.0, 0.0, 1.0, 0.0, 1.0, 0.0]]	[0.2689414213699951, 0.7310585786300049]	[0 1]
