	[psi_1, psi2]	[ssx,ssy, esx,esy]	sampled prefrence	ER
129	"[[3. 0. 0. 0. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[0. 3. 0. 5.]
 [5. 5. 4. 7.]]"	[0, 1]	[-2.9170184391065916, -1.9562355164907572]
130	"[[3. 0. 0. 0. 0. 0.]
 [1. 0. 0. 0. 0. 2.]]"	"[[4. 9. 4. 6.]
 [4. 9. 3. 7.]]"	[1, 0]	[-6.134428924261293, -8.134428924261293]
131	"[[2. 0. 1. 0. 0. 0.]
 [2. 0. 1. 0. 0. 0.]]"	"[[9. 3. 6. 3.]
 [4. 4. 6. 3.]]"	[0, 1]	[-95.7127380057487, -92.63632030840625]
132	"[[3. 0. 0. 0. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[6. 6. 5. 6.]
 [6. 6. 6. 7.]]"	[0, 1]	[-4.04480929280205, -1.9541448520499998]
133	"[[3. 0. 0. 1. 0. 0.]
 [3. 0. 0. 0. 1. 0.]]"	"[[2. 4. 0. 5.]
 [0. 2. 0. 1.]]"	[1, 0]	[-3.034568075310098, -5.034408091134239]
134	"[[3. 0. 0. 0. 0. 0.]
 [2. 0. 0. 0. 0. 1.]]"	"[[5. 7. 4. 5.]
 [3. 9. 4. 8.]]"	[0, 1]	[-6.131294495337038, -4.0]
135	"[[2. 0. 0. 0. 0. 1.]
 [2. 0. 0. 0. 0. 1.]]"	"[[3. 7. 1. 6.]
 [3. 7. 4. 9.]]"	[0, 1]	[-9.120039036640854, -0.865571075738707]
136	"[[3. 0. 0. 1. 0. 0.]
 [3. 0. 0. 0. 2. 0.]]"	"[[7. 2. 8. 0.]
 [7. 2. 8. 2.]]"	[1, 0]	[-3.138843160361475, -3.958275286970263]
137	"[[2. 0. 0. 0. 0. 1.]
 [1. 0. 0. 0. 0. 2.]]"	"[[2. 8. 2. 5.]
 [2. 8. 3. 9.]]"	[0, 1]	[-8.122036037640854, -1.9114262236887]
138	"[[3. 0. 0. 1. 0. 0.]
 [3. 0. 0. 0. 1. 0.]]"	"[[8. 2. 7. 0.]
 [8. 2. 8. 3.]]"	[0, 1]	[-4.122050006674833, -2.95723251948975]
139	"[[3. 0. 0. 0. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[5. 8. 4. 6.]
 [0. 7. 0. 9.]]"	[0, 1]	[-6.134428924261293, -0.9216816823848859]
140	"[[3. 0. 0. 0. 0. 0.]
 [3. 0. 0. 1. 0. 0.]]"	"[[7. 0. 7. 0.]
 [7. 0. 7. 2.]]"	[0, 1]	[-3.0, -0.919674706354904]
141	"[[3. 0. 0. 1. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[1. 4. 1. 3.]
 [1. 4. 1. 3.]]"	[1, 0]	[-1.0465015462098108, -2.046501546209811]
142	"[[1. 0. 0. 0. 0. 2.]
 [0. 0. 0. 0. 0. 3.]]"	"[[3. 9. 2. 8.]
 [3. 9. 2. 9.]]"	[0, 1]	[-8.0885737763113, -7.04480929280205]
143	"[[2. 0. 1. 0. 1. 0.]
 [2. 0. 1. 1. 0. 0.]]"	"[[6. 4. 6. 3.]
 [5. 1. 6. 3.]]"	[0, 1]	[-94.7247130297377, -90.55608830410975]
144	"[[2. 1. 0. 1. 0. 0.]
 [1. 1. 0. 0. 0. 1.]]"	"[[9. 9. 8. 9.]
 [9. 9. 8. 9.]]"	[1, 0]	[-1.0, -3.0]
145	"[[1. 1. 0. 0. 0. 1.]
 [0. 1. 0. 0. 0. 2.]]"	"[[9. 7. 8. 9.]
 [7. 7. 8. 9.]]"	[0, 1]	[-1.9000500000000002, 0.09794999999999732]
146	"[[2. 0. 1. 0. 1. 0.]
 [2. 0. 1. 0. 0. 0.]]"	"[[7. 3. 6. 3.]
 [4. 4. 6. 3.]]"	[0, 1]	[-94.7247130297377, -92.63632030840625]
147	"[[3. 0. 0. 0. 0. 0.]
 [1. 0. 0. 0. 0. 2.]]"	"[[0. 9. 0. 7.]
 [0. 9. 3. 9.]]"	[0, 1]	[-5.078318317615114, 0.13029449533703286]
148	"[[3. 0. 0. 0. 1. 0.]
 [1. 0. 0. 0. 0. 2.]]"	"[[4. 3. 3. 1.]
 [1. 6. 3. 7.]]"	[0, 1]	[-7.117668304508015, 0.12003903664085414]
149	"[[3. 0. 0. 0. 0. 0.]
 [3. 0. 0. 1. 0. 0.]]"	"[[5. 7. 4. 7.]
 [2. 0. 3. 0.]]"	[0, 1]	[-4.04480929280205, -1.9645584623320929]
150	"[[3. 0. 0. 0. 0. 0.]
 [1. 0. 0. 1. 0. 2.]]"	"[[6. 8. 6. 6.]
 [6. 8. 7. 8.]]"	[0, 1]	[-5.09275719795, -2.95205]
151	"[[3. 0. 0. 0. 0. 0.]
 [2. 0. 0. 0. 0. 1.]]"	"[[5. 5. 4. 5.]
 [4. 8. 4. 9.]]"	[0, 1]	[-4.042720719025745, -2.9541448520499998]
152	"[[2. 0. 0. 1. 0. 1.]
 [3. 0. 0. 0. 0. 0.]]"	"[[5. 1. 4. 1.]
 [9. 3. 9. 3.]]"	[0, 1]	[-4.03955608830411, -3.0]
153	"[[3. 0. 0. 0. 0. 0.]
 [1. 0. 0. 0. 0. 2.]]"	"[[5. 9. 6. 8.]
 [1. 7. 2. 9.]]"	[0, 1]	[-3.0, 0.1251642008417022]
154	"[[1. 0. 0. 1. 0. 2.]
 [0. 0. 0. 1. 0. 3.]]"	"[[9. 7. 6. 7.]
 [6. 7. 7. 9.]]"	[0, 1]	[-7.0449020499999975, -0.8551479500000028]
155	"[[3. 0. 0. 1. 0. 0.]
 [3. 0. 0. 1. 1. 0.]]"	"[[7. 0. 6. 2.]
 [4. 2. 5. 2.]]"	[1, 0]	[-1.9603576946716146, -2.9604043160118962]
156	"[[2. 0. 1. 0. 0. 0.]
 [2. 0. 1. 0. 1. 0.]]"	"[[0. 1. 2. 2.]
 [0. 1. 2. 2.]]"	[1, 0]	[-85.3736830431031, -86.3736830431031]
157	"[[2. 0. 1. 0. 0. 0.]
 [2. 0. 1. 0. 0. 0.]]"	"[[7. 3. 6. 3.]
 [6. 2. 6. 3.]]"	[0, 1]	[-93.7247130297377, -91.64230532839126]
158	"[[0. 0. 0. 0. 0. 3.]
 [3. 0. 0. 0. 0. 0.]]"	"[[8. 8. 7. 8.]
 [1. 1. 2. 1.]]"	[0, 1]	[-8.049999999999997, -1.9665534663310922]
159	"[[0. 0. 0. 0. 0. 3.]
 [3. 0. 0. 0. 0. 0.]]"	"[[3. 8. 2. 8.]
 [3. 8. 3. 9.]]"	[0, 1]	[-8.04376448350925, -1.95519070719795]
160	"[[3. 0. 0. 0. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[0. 5. 0. 5.]
 [0. 5. 2. 6.]]"	[0, 1]	[-3.0, 0.11080407860661268]
161	"[[1. 0. 0. 1. 0. 2.]
 [0. 0. 0. 0. 0. 3.]]"	"[[9. 6. 7. 7.]
 [2. 6. 3. 8.]]"	[0, 1]	[-5.949099950000004, -0.872836799158307]
162	"[[3. 0. 0. 0. 0. 0.]
 [2. 0. 0. 0. 0. 1.]]"	"[[5. 9. 4. 9.]
 [5. 9. 7. 8.]]"	[0, 1]	[-4.04690205, -2.95205]
163	"[[2. 0. 1. 1. 0. 0.]
 [2. 0. 1. 0. 1. 0.]]"	"[[5. 3. 6. 3.]
 [5. 3. 6. 3.]]"	[1, 0]	[-91.63632030840625, -93.63632030840625]
164	"[[3. 0. 0. 0. 1. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[0. 4. 0. 2.]
 [0. 4. 0. 3.]]"	[0, 1]	[-5.082898579332507, -3.0474550446636073]
165	"[[0. 0. 0. 0. 0. 3.]
 [2. 0. 0. 0. 0. 1.]]"	"[[5. 0. 4. 0.]
 [5. 0. 4. 1.]]"	[0, 1]	[-8.038516532215802, -4.0]
166	"[[3. 0. 0. 0. 0. 0.]
 [3. 0. 0. 1. 0. 0.]]"	"[[8. 5. 8. 5.]
 [0. 2. 1. 4.]]"	[0, 1]	[-3.0, -0.8815749044376915]
167	"[[1. 0. 0. 0. 0. 2.]
 [1. 0. 0. 0. 0. 2.]]"	"[[5. 8. 2. 8.]
 [5. 8. 7. 9.]]"	[0, 1]	[-9.1344289242613, -0.8551479500000028]
168	"[[3. 0. 0. 0. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[7. 4. 7. 3.]
 [8. 3. 7. 5.]]"	[0, 1]	[-4.04276748051025, -1.9561887081979634]
169	"[[2. 0. 0. 0. 0. 1.]
 [2. 0. 0. 0. 0. 1.]]"	"[[0. 9. 0. 8.]
 [0. 9. 1. 9.]]"	[0, 1]	[-5.039678998306719, -1.958279280974267]
170	"[[3. 0. 0. 0. 1. 0.]
 [1. 0. 0. 0. 0. 2.]]"	"[[7. 6. 6. 4.]
 [1. 6. 2. 8.]]"	[0, 1]	[-7.1314349202622935, -0.879960963359153]
171	"[[3. 0. 0. 0. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[4. 5. 5. 5.]
 [4. 5. 5. 7.]]"	[0, 1]	[-1.9572792809742552, 0.13129449533703763]
172	"[[2. 0. 1. 0. 0. 0.]
 [2. 0. 1. 0. 0. 0.]]"	"[[6. 4. 6. 3.]
 [6. 2. 6. 3.]]"	[0, 1]	[-93.7247130297377, -91.64230532839126]
173	"[[2. 0. 1. 0. 0. 0.]
 [1. 0. 1. 0. 0. 1.]]"	"[[4. 8. 3. 6.]
 [4. 6. 3. 6.]]"	[0, 1]	[-96.80929280205001, -95.7207190257387]
174	"[[3. 0. 0. 2. 0. 0.]
 [1. 0. 0. 0. 0. 2.]]"	"[[7. 0. 7. 1.]
 [7. 0. 5. 1.]]"	[1, 0]	[-0.9603576946716146, -5.046574718953124]
175	"[[3. 0. 0. 0. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[5. 6. 5. 4.]
 [5. 6. 5. 9.]]"	[0, 1]	[-5.086485202534988, 0.13756649075205019]
176	"[[3. 0. 0. 0. 1. 0.]
 [1. 0. 0. 0. 0. 2.]]"	"[[7. 6. 6. 4.]
 [7. 6. 8. 8.]]"	[0, 1]	[-7.1314349202622935, 0.14385204999999956]
177	"[[2. 0. 0. 0. 0. 1.]
 [2. 0. 0. 0. 0. 1.]]"	"[[8. 8. 7. 6.]
 [4. 8. 7. 8.]]"	[0, 1]	[-9.14385205, -0.8592928020499997]
178	"[[2. 0. 1. 0. 0. 0.]
 [2. 0. 1. 0. 0. 0.]]"	"[[6. 6. 3. 6.]
 [0. 6. 3. 6.]]"	[0, 1]	[-96.80929280205001, -88.56307930910876]
179	"[[3. 0. 0. 0. 0. 0.]
 [1. 0. 0. 0. 0. 2.]]"	"[[0. 7. 0. 5.]
 [0. 7. 3. 7.]]"	[0, 1]	[-5.074163759298209, 0.12003903664085414]
180	"[[1. 1. 0. 0. 0. 1.]
 [0. 1. 0. 0. 0. 2.]]"	"[[9. 9. 8. 9.]
 [8. 6. 8. 9.]]"	[0, 1]	[-3.0, 0.09794999999999732]
181	"[[0. 1. 0. 0. 0. 2.]
 [1. 1. 0. 0. 0. 1.]]"	"[[7. 9. 8. 9.]
 [9. 7. 8. 9.]]"	[0, 1]	[-4.0, -1.9000500000000002]
182	"[[3. 0. 0. 0. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[9. 6. 8. 4.]
 [4. 7. 6. 6.]]"	[0, 1]	[-7.039858147950014, -1.95519070719795]
183	"[[3. 0. 0. 0. 0. 0.]
 [2. 0. 0. 0. 0. 1.]]"	"[[1. 7. 0. 7.]
 [1. 7. 2. 7.]]"	[0, 1]	[-4.038639319308395, -1.9613210016932854]
184	"[[3. 0. 0. 0. 0. 0.]
 [3. 0. 0. 0. 1. 0.]]"	"[[5. 7. 6. 6.]
 [3. 0. 4. 2.]]"	[0, 1]	[-3.0, 0.11455063620350359]
185	"[[3. 0. 0. 0. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[5. 4. 4. 2.]
 [5. 4. 5. 3.]]"	[0, 1]	[-5.121910002603215, -4.04167799830671]
186	"[[3. 0. 0. 0. 1. 0.]
 [0. 0. 0. 0. 0. 3.]]"	"[[1. 3. 0. 2.]
 [3. 7. 2. 9.]]"	[0, 1]	[-6.071923549352498, -4.956235516490757]
187	"[[3. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 3.]]"	"[[6. 9. 6. 9.]
 [6. 9. 7. 9.]]"	[1, 0]	[-3.0, -3.950000000000003]
188	"[[2. 0. 1. 0. 0. 0.]
 [2. 0. 1. 0. 1. 0.]]"	"[[7. 5. 6. 3.]
 [8. 4. 6. 3.]]"	[1, 0]	[-95.81129180205, -96.81129180205]
189	"[[2. 0. 1. 0. 0. 0.]
 [2. 0. 1. 0. 1. 0.]]"	"[[3. 2. 2. 2.]
 [1. 2. 2. 2.]]"	[0, 1]	[-90.51653221580564, -88.44353466890624]
190	"[[2. 0. 1. 0. 0. 0.]
 [2. 0. 1. 0. 0. 0.]]"	"[[5. 5. 6. 3.]
 [7. 3. 6. 3.]]"	[0, 1]	[-94.7207190257387, -93.7247130297377]
191	"[[2. 1. 0. 0. 0. 0.]
 [0. 1. 0. 0. 0. 2.]]"	"[[9. 9. 8. 9.]
 [7. 9. 8. 9.]]"	[1, 0]	[-2.0, -4.0]
192	"[[3. 0. 0. 1. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[2. 4. 1. 4.]
 [0. 5. 0. 6.]]"	[0, 1]	[-3.034568075310098, -1.9634369206908957]
193	"[[1. 0. 0. 0. 0. 2.]
 [3. 0. 0. 0. 0. 0.]]"	"[[5. 0. 5. 1.]
 [6. 2. 7. 4.]]"	[0, 1]	[-3.96044391169589, 0.1251751818566902]
194	"[[3. 0. 0. 0. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[2. 0. 0. 1.]
 [6. 7. 6. 8.]]"	[0, 1]	[-5.0324130871352395, -1.95309795]
195	"[[2. 0. 0. 0. 0. 1.]
 [0. 0. 0. 0. 0. 3.]]"	"[[3. 9. 3. 8.]
 [3. 9. 2. 9.]]"	[1, 0]	[-5.04480929280205, -7.04480929280205]
196	"[[2. 0. 1. 0. 0. 0.]
 [2. 0. 1. 0. 1. 0.]]"	"[[2. 1. 2. 2.]
 [2. 1. 2. 2.]]"	[1, 0]	[-87.44153766790625, -88.44153766790625]
197	"[[2. 0. 0. 1. 0. 1.]
 [3. 0. 0. 0. 1. 0.]]"	"[[4. 2. 4. 1.]
 [9. 5. 9. 6.]]"	[0, 1]	[-4.03955608830411, -1.9521488500499942]
198	"[[2. 0. 1. 0. 0. 0.]
 [2. 0. 1. 0. 0. 0.]]"	"[[4. 3. 2. 2.]
 [1. 0. 2. 2.]]"	[0, 1]	[-91.59568398809785, -86.3706900341081]
199	"[[3. 0. 0. 2. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[6. 2. 5. 2.]
 [8. 0. 8. 0.]]"	[1, 0]	[-1.046621340293406, -3.0]
200	"[[0. 0. 1. 0. 0. 2.]
 [2. 0. 1. 0. 0. 0.]]"	"[[2. 6. 3. 6.]
 [2. 4. 3. 6.]]"	[0, 1]	[-92.63732030840626, -88.56108430510974]
201	"[[3. 0. 0. 1. 0. 0.]
 [2. 0. 0. 0. 0. 1.]]"	"[[2. 0. 3. 0.]
 [3. 8. 5. 7.]]"	[1, 0]	[-1.9645584623320929, -2.95519070719795]
202	"[[3. 0. 0. 1. 0. 0.]
 [1. 0. 0. 0. 0. 2.]]"	"[[9. 8. 9. 9.]
 [7. 7. 6. 9.]]"	[1, 0]	[-1.9500000000000028, -2.95205]
203	"[[3. 0. 0. 0. 0. 0.]
 [2. 0. 0. 0. 0. 1.]]"	"[[9. 6. 8. 4.]
 [0. 6. 2. 7.]]"	[0, 1]	[-7.039858147950014, 0.11491899760421376]
204	"[[3. 0. 0. 1. 0. 0.]
 [2. 0. 0. 0. 0. 1.]]"	"[[5. 4. 4. 2.]
 [5. 7. 7. 8.]]"	[0, 1]	[-4.121910002603215, -0.8592928020499997]
205	"[[3. 0. 0. 1. 0. 0.]
 [1. 0. 0. 0. 0. 2.]]"	"[[7. 2. 8. 0.]
 [6. 9. 8. 8.]]"	[0, 1]	[-3.138843160361475, -2.950000000000003]
206	"[[1. 0. 0. 0. 0. 2.]
 [0. 0. 0. 0. 0. 3.]]"	"[[4. 8. 1. 8.]
 [4. 8. 3. 8.]]"	[0, 1]	[-10.130294495337033, -7.04480929280205]
207	"[[3. 0. 0. 1. 0. 0.]
 [3. 0. 0. 0. 1. 0.]]"	"[[4. 3. 5. 1.]
 [4. 3. 6. 4.]]"	[0, 1]	[-2.0395956839881038, -1.8709709583601466]
208	"[[2. 1. 0. 1. 0. 0.]
 [0. 1. 0. 0. 0. 2.]]"	"[[9. 9. 8. 9.]
 [6. 9. 8. 9.]]"	[1, 0]	[-1.0, -1.9500000000000028]
209	"[[3. 0. 0. 1. 0. 0.]
 [2. 0. 0. 0. 0. 1.]]"	"[[3. 1. 3. 0.]
 [3. 1. 4. 1.]]"	[0, 1]	[-3.036478015683592, -1.9614834677841984]
210	"[[3. 0. 0. 0. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[9. 4. 9. 2.]
 [7. 5. 7. 4.]]"	[0, 1]	[-5.088470233507003, -4.043811291802044]
211	"[[3. 0. 0. 2. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[5. 3. 5. 2.]
 [5. 3. 4. 4.]]"	[1, 0]	[-2.0406363203084013, -3.0]
212	"[[3. 0. 0. 1. 0. 0.]
 [0. 0. 0. 0. 0. 3.]]"	"[[2. 5. 1. 4.]
 [3. 7. 2. 7.]]"	[1, 0]	[-4.072166758298202, -8.042720719025745]
213	"[[3. 0. 0. 0. 0. 0.]
 [2. 0. 0. 0. 0. 1.]]"	"[[1. 9. 0. 8.]
 [1. 9. 4. 9.]]"	[0, 1]	[-6.081399717332452, 0.13442892426130015]
214	"[[0. 0. 0. 0. 0. 3.]
 [3. 0. 0. 0. 0. 0.]]"	"[[3. 8. 2. 8.]
 [0. 8. 1. 8.]]"	[0, 1]	[-8.04376448350925, -1.9603210016932806]
215	"[[0. 0. 0. 0. 0. 3.]
 [3. 0. 0. 0. 0. 0.]]"	"[[2. 9. 2. 9.]
 [2. 9. 5. 9.]]"	[0, 1]	[-6.0, 0.13756649075205019]
216	"[[3. 0. 0. 1. 0. 0.]
 [2. 0. 0. 0. 0. 1.]]"	"[[1. 5. 0. 4.]
 [1. 5. 2. 7.]]"	[0, 1]	[-3.0720895955389054, 0.11491899760421376]
217	"[[3. 0. 0. 1. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[4. 4. 5. 2.]
 [8. 6. 9. 4.]]"	[1, 0]	[-3.0406363203084013, -4.144554498750047]
218	"[[3. 0. 0. 1. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[1. 3. 0. 5.]
 [1. 3. 1. 2.]]"	[1, 0]	[-2.953498453790189, -4.0364800146835975]
219	"[[2. 0. 1. 0. 0. 0.]
 [2. 0. 1. 0. 1. 0.]]"	"[[8. 4. 6. 3.]
 [4. 4. 6. 3.]]"	[0, 1]	[-95.81129180205, -93.63632030840625]
220	"[[3. 0. 0. 0. 0. 0.]
 [2. 0. 0. 0. 0. 1.]]"	"[[2. 7. 0. 6.]
 [0. 7. 1. 9.]]"	[0, 1]	[-7.114918997604214, 0.12003903664084703]
221	"[[3. 0. 0. 1. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[2. 5. 0. 4.]
 [0. 5. 0. 3.]]"	[0, 1]	[-4.107693274528003, -3.0829815608934084]
222	"[[1. 0. 0. 1. 0. 2.]
 [0. 0. 0. 0. 0. 3.]]"	"[[4. 0. 3. 0.]
 [4. 0. 4. 0.]]"	[1, 0]	[-5.036478015683592, -6.0]
223	"[[3. 0. 0. 1. 0. 0.]
 [1. 0. 0. 1. 0. 2.]]"	"[[9. 1. 7. 1.]
 [2. 0. 4. 1.]]"	[0, 1]	[-3.9840509140839515, -0.8895639144326992]
224	"[[3. 0. 0. 0. 0. 0.]
 [1. 0. 0. 0. 0. 2.]]"	"[[5. 7. 4. 5.]
 [0. 7. 2. 8.]]"	[0, 1]	[-6.131294495337038, -0.879960963359153]
225	"[[2. 0. 0. 0. 0. 1.]
 [3. 0. 0. 0. 0. 0.]]"	"[[3. 9. 3. 8.]
 [3. 9. 4. 8.]]"	[0, 1]	[-5.04480929280205, -3.0]
226	"[[3. 0. 0. 1. 0. 0.]
 [2. 0. 0. 1. 0. 1.]]"	"[[2. 0. 1. 0.]
 [2. 0. 4. 1.]]"	[0, 1]	[-3.035406096130238, 0.11043608556730078]
227	"[[2. 0. 1. 0. 0. 0.]
 [2. 0. 1. 0. 0. 0.]]"	"[[2. 3. 2. 2.]
 [2. 4. 2. 2.]]"	[0, 1]	[-89.51753221580563, -88.56108430510974]
228	"[[3. 0. 0. 0. 0. 0.]
 [3. 0. 0. 1. 0. 0.]]"	"[[8. 3. 7. 3.]
 [7. 2. 7. 2.]]"	[0, 1]	[-4.042767480510257, -2.0]
229	"[[3. 0. 0. 0. 0. 0.]
 [2. 0. 0. 0. 0. 1.]]"	"[[0. 7. 1. 8.]
 [0. 7. 1. 9.]]"	[0, 1]	[-0.9216816823848859, 0.12003903664084703]
230	"[[3. 0. 0. 0. 0. 0.]
 [1. 0. 0. 1. 0. 2.]]"	"[[7. 1. 9. 0.]
 [7. 6. 7. 7.]]"	[1, 0]	[-2.057575442158523, -2.9540979499999978]
231	"[[3. 0. 0. 0. 0. 0.]
 [1. 0. 0. 0. 0. 2.]]"	"[[1. 7. 0. 6.]
 [1. 7. 2. 9.]]"	[0, 1]	[-5.076239999297499, 0.1251642008417022]
232	"[[2. 0. 1. 0. 0. 0.]
 [2. 0. 1. 0. 0. 0.]]"	"[[4. 8. 3. 6.]
 [1. 5. 3. 6.]]"	[0, 1]	[-96.80929280205001, -88.56307930910876]
233	"[[2. 1. 0. 1. 0. 0.]
 [1. 1. 0. 0. 0. 1.]]"	"[[9. 8. 8. 9.]
 [9. 7. 8. 9.]]"	[1, 0]	[-0.9500000000000028, -1.9000500000000002]
234	"[[1. 0. 0. 0. 0. 2.]
 [3. 0. 0. 0. 0. 0.]]"	"[[7. 9. 6. 8.]
 [0. 2. 0. 1.]]"	[0, 1]	[-8.097949999999997, -4.034408091134239]
235	"[[3. 0. 0. 0. 0. 0.]
 [2. 0. 0. 0. 0. 1.]]"	"[[6. 7. 4. 6.]
 [6. 7. 7. 9.]]"	[0, 1]	[-6.134428924261293, 0.14485204999999723]
236	"[[0. 0. 0. 0. 0. 3.]
 [3. 0. 0. 0. 0. 0.]]"	"[[3. 9. 1. 9.]
 [8. 5. 7. 6.]]"	[0, 1]	[-9.0885737763113, -3.0]
237	"[[3. 0. 0. 0. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[1. 4. 1. 5.]
 [6. 4. 9. 4.]]"	[0, 1]	[-1.9634369206908957, 0.03278247151224889]
238	"[[2. 1. 0. 1. 0. 0.]
 [1. 1. 0. 0. 0. 1.]]"	"[[9. 8. 8. 9.]
 [5. 9. 8. 9.]]"	[0, 1]	[-0.9500000000000028, 0.09794999999999732]
239	"[[2. 0. 1. 0. 0. 0.]
 [1. 0. 1. 0. 0. 1.]]"	"[[6. 6. 3. 6.]
 [4. 8. 3. 6.]]"	[1, 0]	[-96.80929280205001, -97.80929280205001]
240	"[[2. 0. 0. 0. 0. 1.]
 [1. 0. 0. 0. 0. 2.]]"	"[[9. 0. 6. 0.]
 [1. 8. 3. 9.]]"	[0, 1]	[-6.02166952619293, 0.13029449533703286]
241	"[[3. 0. 0. 0. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[7. 7. 7. 6.]
 [7. 7. 6. 7.]]"	[0, 1]	[-4.045902050000002, -3.04690205]
242	"[[2. 0. 1. 0. 1. 0.]
 [2. 0. 1. 1. 0. 0.]]"	"[[5. 4. 6. 3.]
 [4. 2. 6. 3.]]"	[0, 1]	[-94.67799830671296, -90.55608830410975]
243	"[[2. 1. 0. 1. 0. 0.]
 [1. 1. 0. 0. 0. 1.]]"	"[[9. 9. 8. 9.]
 [9. 8. 8. 9.]]"	[1, 0]	[-1.0, -2.950000000000003]
244	"[[3. 0. 0. 0. 0. 0.]
 [3. 0. 0. 0. 1. 0.]]"	"[[7. 2. 7. 3.]
 [7. 2. 9. 3.]]"	[0, 1]	[-1.9582752869702702, -0.9702503109592655]
245	"[[3. 0. 0. 1. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[5. 2. 5. 3.]
 [0. 6. 1. 6.]]"	[1, 0]	[-0.9593636796915987, -1.9623993200108956]
246	"[[3. 0. 0. 0. 0. 0.]
 [1. 0. 0. 1. 0. 2.]]"	"[[6. 8. 6. 7.]
 [6. 8. 6. 7.]]"	[1, 0]	[-4.04690205, -5.04690205]
247	"[[3. 0. 0. 1. 0. 0.]
 [0. 0. 0. 0. 0. 3.]]"	"[[4. 3. 4. 2.]
 [7. 7. 7. 9.]]"	[0, 1]	[-2.0395956839881038, -1.9020500000000027]
248	"[[3. 0. 0. 0. 0. 0.]
 [3. 0. 0. 1. 0. 0.]]"	"[[9. 7. 9. 7.]
 [1. 4. 1. 5.]]"	[0, 1]	[-3.0, -0.9634369206908957]
249	"[[3. 0. 0. 0. 0. 0.]
 [2. 0. 0. 0. 0. 1.]]"	"[[6. 9. 6. 6.]
 [2. 7. 5. 7.]]"	[0, 1]	[-6.14070719795, 0.13129449533703763]
250	"[[3. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 3.]]"	"[[2. 8. 0. 8.]
 [2. 8. 2. 7.]]"	[1, 0]	[-6.081399717332452, -7.042720719025738]
251	"[[3. 0. 0. 1. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[9. 0. 7. 1.]
 [7. 1. 8. 0.]]"	[1, 0]	[-2.942424557841477, -3.0981601720447642]
252	"[[2. 0. 1. 0. 0. 0.]
 [2. 0. 1. 0. 1. 0.]]"	"[[1. 2. 2. 2.]
 [1. 2. 2. 2.]]"	[1, 0]	[-87.44353466890624, -88.44353466890624]
253	"[[3. 0. 0. 0. 1. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[7. 3. 6. 4.]
 [7. 3. 7. 4.]]"	[0, 1]	[-3.999999999999993, -1.9572325194897502]
254	"[[2. 1. 0. 1. 0. 0.]
 [1. 1. 0. 0. 0. 1.]]"	"[[9. 9. 8. 9.]
 [6. 8. 8. 9.]]"	[0, 1]	[-1.0, 0.09794999999999732]
255	"[[2. 0. 0. 1. 0. 1.]
 [0. 0. 0. 1. 0. 3.]]"	"[[6. 6. 7. 7.]
 [7. 8. 8. 8.]]"	[1, 0]	[-1.9072428020499999, -2.950000000000003]
256	"[[2. 0. 1. 0. 0. 0.]
 [1. 0. 1. 0. 0. 1.]]"	"[[6. 6. 3. 6.]
 [5. 7. 3. 6.]]"	[1, 0]	[-96.80929280205001, -97.80929280205001]
257	"[[3. 0. 0. 0. 0. 0.]
 [3. 0. 0. 0. 2. 0.]]"	"[[2. 7. 1. 5.]
 [8. 3. 8. 2.]]"	[0, 1]	[-7.114918997604214, -6.04276748051025]
258	"[[3. 0. 0. 0. 0. 0.]
 [1. 0. 0. 0. 0. 2.]]"	"[[6. 7. 5. 9.]
 [6. 7. 8. 8.]]"	[0, 1]	[-1.95309795, -0.8551479500000028]
